vitesse_vent_ms,temperature_c,densite_air_kg_m3,turbulence_pct,energie_kwh
6.601,14.852,1.226,13.867,186.4
12.477,27.109,1.176,10.529,1478.95
11.195,12.851,1.234,21.382,853.33
7.714,25.26,1.183,14.41,161.16
9.748,10.699,1.244,12.252,162.97
2.988,-2.038,1.302,8.669,277.08
13.094,2.007,1.283,17.816,1274.36
10.185,32.476,1.155,22.988,576.78
9.644,7.589,1.257,20.006,1576.15
15.67,32.735,1.154,18.458,1239.94
3.617,26.288,1.179,6.63,0.0
7.68,20.936,1.2,14.286,855.71
4.539,0.87,1.288,20.588,0.0
4.246,-2.203,1.303,8.441,0.0
9.706,24.967,1.184,18.618,496.55
7.345,28.465,1.17,3.978,0.0
8.939,7.806,1.256,9.447,175.2
14.661,3.607,1.275,19.564,1642.72
9.453,27.11,1.176,6.734,895.1
13.905,9.43,1.249,7.048,1927.3
7.897,33.617,1.151,3.33,171.76
17.914,26.72,1.177,15.972,2000.0
10.716,14.763,1.226,6.244,1346.25
12.127,27.412,1.174,16.544,929.37
17.722,20.927,1.2,20.515,1384.14
17.481,-3.454,1.309,21.466,1632.78
15.389,1.002,1.288,12.026,2000.0
8.869,7.232,1.259,15.429,500.54
18.201,32.107,1.156,4.279,1746.8
4.781,12.039,1.238,15.948,281.79
18.976,18.927,1.209,16.627,2000.0
7.336,8.474,1.253,7.882,100.63
13.12,12.639,1.235,20.786,1452.27
7.79,13.706,1.231,20.502,526.09
4.333,24.923,1.184,18.587,0.0
17.514,28.706,1.169,12.78,1761.17
5.678,-1.464,1.299,6.901,0.0
16.336,23.151,1.191,14.26,1484.56
5.051,25.675,1.181,6.152,814.5
18.754,16.146,1.22,12.485,1947.73
6.322,29.382,1.167,21.74,25.99
9.723,22.253,1.195,14.593,426.13
3.559,32.752,1.154,18.161,15.98
8.146,32.067,1.157,4.611,20.28
8.444,0.237,1.291,14.306,16.92
5.392,-4.351,1.313,14.06,439.01
10.756,32.893,1.153,14.152,743.89
3.947,34.867,1.146,13.548,0.0
13.514,11.49,1.24,21.373,1628.99
7.123,3.437,1.276,5.085,783.82
17.859,2.228,1.282,22.425,1870.57
4.725,8.56,1.253,11.13,1015.55
18.86,22.501,1.194,4.907,1868.04
16.455,8.843,1.252,17.323,1755.45
18.835,33.341,1.152,6.373,2000.0
17.03,5.965,1.265,11.626,1438.51
18.476,5.297,1.268,19.583,2000.0
17.235,28.509,1.17,12.986,1046.29
15.205,17.847,1.213,14.935,1966.55
17.619,10.128,1.246,8.147,2000.0
4.386,32.227,1.156,4.649,195.54
5.189,34.611,1.147,7.89,0.0
10.8,6.037,1.264,12.612,962.46
11.939,12.643,1.235,14.804,674.91
17.72,13.733,1.23,18.798,2000.0
18.241,33.126,1.153,8.457,1506.1
15.306,30.126,1.164,3.248,1052.58
16.39,12.374,1.236,19.435,1448.03
11.711,20.504,1.202,8.706,905.61
15.598,34.465,1.147,15.975,2000.0
6.183,9.088,1.251,13.835,151.02
11.618,10.804,1.243,5.537,827.32
14.92,32.141,1.156,7.853,1450.38
11.023,-2.467,1.304,20.259,249.13
4.969,2.516,1.28,11.946,0.0
18.91,-4.559,1.314,9.036,2000.0
12.633,-1.289,1.298,8.764,1792.09
7.033,3.085,1.278,21.883,384.52
17.586,1.072,1.287,6.264,2000.0
11.773,12.592,1.235,22.28,753.98
7.021,2.018,1.283,10.066,127.51
7.406,12.467,1.236,12.443,0.0
4.912,12.553,1.235,17.48,402.83
10.748,25.554,1.182,9.442,1446.18
13.612,-2.621,1.305,18.147,1129.11
10.844,20.294,1.203,21.383,635.76
13.0,30.051,1.164,14.239,1741.75
15.216,12.801,1.234,11.224,1434.58
13.317,5.121,1.268,3.899,1958.08
4.81,10.145,1.246,15.086,442.24
11.002,2.08,1.283,3.949,1197.14
17.143,12.243,1.237,3.52,2000.0
9.934,13.798,1.23,4.372,1238.53
13.411,-4.368,1.313,16.507,2000.0
16.856,16.218,1.22,15.962,571.58
10.518,17.717,1.214,15.173,590.67
14.074,-1.226,1.298,18.911,1554.57
7.18,32.54,1.155,7.336,876.67
3.682,3.553,1.276,12.831,0.0
7.346,-1.248,1.298,22.358,129.79
12.895,5.305,1.268,20.638,1389.94
9.982,3.564,1.276,16.945,476.43
3.462,1.024,1.287,11.034,120.88
18.151,14.295,1.228,4.088,1111.42
2.898,14.556,1.227,12.966,0.0
13.572,15.782,1.222,14.64,1479.83
13.052,26.032,1.18,20.465,1595.96
3.963,23.876,1.188,14.496,136.99
2.388,29.226,1.167,14.712,451.84
16.978,8.706,1.252,22.326,1737.11
3.967,15.869,1.221,12.931,0.0
13.393,-2.148,1.303,13.859,1143.6
13.528,-0.439,1.294,15.401,1229.21
8.211,17.431,1.215,8.346,324.65
15.558,13.866,1.23,3.013,2000.0
13.934,26.476,1.178,5.931,1416.76
11.545,12.788,1.234,16.52,29.95
9.482,-1.532,1.3,18.017,564.87
10.273,-0.956,1.297,13.144,667.81
11.172,28.09,1.172,6.666,669.02
16.543,3.61,1.275,13.145,709.82
16.469,14.118,1.229,9.828,1692.52
12.76,0.897,1.288,10.869,1170.98
14.783,29.021,1.168,13.936,2000.0
17.25,10.133,1.246,3.799,2000.0
13.802,28.201,1.171,20.733,1471.63
12.0,32.972,1.153,17.797,1197.7
16.875,14.451,1.227,17.913,1705.14
10.325,14.673,1.226,17.847,808.68
5.201,24.191,1.187,4.924,0.0
7.771,9.452,1.249,10.055,940.99
15.153,25.77,1.181,6.686,1669.22
8.151,-1.214,1.298,14.045,831.04
9.001,16.098,1.22,3.02,441.35
17.861,3.233,1.277,13.42,2000.0
16.747,19.712,1.205,11.403,2000.0
15.987,10.415,1.245,13.749,2000.0
17.913,27.359,1.175,19.535,1401.46
10.009,11.051,1.242,16.581,976.66
5.269,34.65,1.147,22.954,627.5
5.603,-2.646,1.305,3.567,49.3
11.731,1.478,1.285,11.289,1152.2
13.652,15.307,1.224,9.025,1616.91
15.443,25.563,1.182,6.443,1736.18
12.546,19.874,1.205,4.962,1902.2
10.581,15.885,1.221,19.391,414.34
4.346,1.981,1.283,15.189,0.0
11.438,-1.903,1.301,9.852,443.36
13.036,-0.196,1.293,8.143,1839.59
8.735,8.793,1.252,13.366,1102.45
12.444,14.245,1.228,12.201,1130.34
12.133,1.301,1.286,15.603,1272.96
6.53,3.62,1.275,6.408,0.0
17.069,34.367,1.148,21.625,1625.62
6.899,5.937,1.265,20.858,0.0
11.609,7.957,1.256,4.808,1365.87
7.276,10.889,1.243,22.013,1769.94
17.911,28.698,1.169,11.19,1740.58
15.675,9.307,1.25,18.694,1637.62
6.223,-3.633,1.31,5.322,0.0
12.371,34.468,1.147,18.791,1275.9
5.648,33.835,1.15,11.925,0.0
9.087,2.943,1.278,7.945,694.77
2.367,-0.264,1.294,8.879,643.08
17.99,4.106,1.273,14.139,2000.0
3.436,27.603,1.174,17.134,0.0
4.336,27.822,1.173,4.862,0.0
10.608,23.314,1.191,10.024,943.04
16.062,28.184,1.171,17.177,654.08
2.039,15.49,1.223,5.203,0.0
18.66,3.988,1.274,16.217,1722.48
13.269,13.256,1.232,7.567,1621.87
4.599,16.058,1.221,7.054,610.36
18.653,29.249,1.167,19.393,1534.49
18.887,5.342,1.267,16.839,2000.0
15.993,25.49,1.182,19.014,1248.04
2.763,-1.771,1.301,15.398,0.0
14.231,-3.939,1.311,7.534,2000.0
10.124,0.246,1.291,22.44,1268.37
12.049,14.906,1.225,12.438,852.95
10.306,14.318,1.228,22.192,693.12
4.407,23.401,1.19,8.672,0.0
8.352,23.232,1.191,9.687,301.24
14.373,0.543,1.29,6.288,2000.0
12.863,-2.299,1.303,4.496,1516.64
14.626,19.255,1.207,20.088,1603.68
16.459,1.792,1.284,10.708,1649.76
4.228,16.827,1.217,6.95,0.0
3.599,34.24,1.148,5.297,566.03
7.201,18.159,1.212,5.389,296.43
18.521,-2.475,1.304,16.348,1572.42
8.715,12.798,1.234,9.911,335.98
6.826,33.581,1.151,9.576,951.66
8.68,25.243,1.183,9.561,97.24
9.922,4.44,1.272,20.642,1032.55
13.091,4.869,1.27,15.353,1440.52
7.176,-0.67,1.295,4.711,890.62
17.476,31.392,1.159,21.751,1550.29
6.497,30.82,1.161,9.803,137.14
16.07,22.066,1.196,4.347,2000.0
12.873,13.388,1.232,7.599,661.31
4.287,33.423,1.151,13.655,99.97
16.047,26.79,1.177,13.866,1718.51
14.28,10.66,1.244,18.45,2000.0
17.226,31.232,1.16,4.951,2000.0
8.775,34.487,1.147,10.809,24.44
17.249,25.374,1.182,21.321,2000.0
18.17,17.28,1.215,13.783,1705.32
18.2,22.933,1.192,12.023,1488.22
10.652,-1.239,1.298,22.692,822.47
4.623,32.422,1.155,15.633,0.0
16.216,13.262,1.232,5.78,2000.0
5.607,7.956,1.256,3.746,183.23
16.483,8.117,1.255,19.975,1777.22
17.357,0.403,1.29,7.897,2000.0
10.885,25.526,1.182,18.95,1084.14
3.49,1.643,1.285,7.235,244.24
12.046,33.543,1.151,22.162,1456.32
3.707,28.771,1.169,13.415,258.25
7.412,22.59,1.194,18.906,307.39
7.286,10.857,1.243,16.946,615.87
10.195,5.814,1.265,9.606,709.28
6.918,19.421,1.206,20.119,171.75
5.997,17.159,1.216,20.005,675.11
